"","pert_iname","mean","n","median","sd","sRGES"
"2424","BRD-K60462241",-0.299645917638789,1,-0.299645917638789,NA,-0.299645917638789
"2425","camptothecin",-0.299532074528076,61,-0.34790298291084,0.17440405575953,-0.299532074528076
"2426","BRD-K56664261",-0.299418686513125,1,-0.299418686513125,NA,-0.299418686513125
"2427","BRD-K50648023",-0.299108185901218,1,-0.299108185901218,NA,-0.299108185901218
"2428","BRD-K02076218",-0.299052174899745,1,-0.299052174899745,NA,-0.299052174899745
"2429","BRD-K43690686",-0.299008953610494,1,-0.299008953610494,NA,-0.299008953610494
"2430","BRD-K11062991",-0.298941904765411,1,-0.298941904765411,NA,-0.298941904765411
"2431","BRD-K87758256",-0.298932672941298,2,-0.298932672941298,0.192721367639062,-0.298932672941298
"2432","BRD-K29276696",-0.298894635329627,1,-0.298894635329627,NA,-0.298894635329627
"2433","BRD-K64380616",-0.29884986761762,2,-0.29884986761762,0.140274746456677,-0.29884986761762
"2434","BRD-K37277634",-0.298754838487627,1,-0.298754838487627,NA,-0.298754838487627
"2435","acetylcholine",-0.298663147955082,2,-0.298663147955082,0.0353268926435099,-0.298663147955082
"2436","BRD-K10432434",-0.298650229681383,2,-0.298650229681383,0.0907616262449187,-0.298650229681383
"2437","A-23187",-0.298564445368551,18,-0.310121481194215,0.183623928639768,-0.298564445368551
"2438","BRD-K24175855",-0.298458805228669,2,-0.298458805228669,0.268568318847618,-0.298458805228669
"2439","BRD-K69735552",-0.298275774489505,1,-0.298275774489505,NA,-0.298275774489505
"2440","BRD-K95547711",-0.298239464950216,2,-0.298239464950216,0.091981722599747,-0.298239464950216
"2441","BRD-K08123827",-0.298186574309715,1,-0.298186574309715,NA,-0.298186574309715
"2442","BRD-K60391168",-0.298174998133087,4,-0.248897214120487,0.123397213029186,-0.298174998133087
"2443","BRD-K32240700",-0.298155086568354,1,-0.298155086568354,NA,-0.298155086568354
"2444","BRD-K02159117",-0.29813564240328,1,-0.29813564240328,NA,-0.29813564240328
"2445","BRD-K75179331",-0.298088037723271,1,-0.298088037723271,NA,-0.298088037723271
"2446","BRD-K95549765",-0.298021324122412,2,-0.298021324122412,0.07788581240172,-0.298021324122412
"2447","BRD-K87779281",-0.298006637835663,1,-0.298006637835663,NA,-0.298006637835663
"2448","BRD-K50115811",-0.29800322093424,1,-0.29800322093424,NA,-0.29800322093424
