"","empirical"
"1963","ENSG00000120647"
"1964","ENSG00000120685"
"1965","ENSG00000120686"
"1966","ENSG00000120690"
"1967","ENSG00000120708"
"1968","ENSG00000120709"
"1969","ENSG00000120733"
"1970","ENSG00000120738"
"1971","ENSG00000120800"
"1972","ENSG00000120820"
"1973","ENSG00000120833"
"1974","ENSG00000120837"
"1975","ENSG00000120860"
"1976","ENSG00000120868"
"1977","ENSG00000120885"
"1978","ENSG00000120899"
"1979","ENSG00000120913"
"1980","ENSG00000120915"
"1981","ENSG00000120948"
"1982","ENSG00000120963"
"1983","ENSG00000121005"
"1984","ENSG00000121022"
"1985","ENSG00000121039"
"1986","ENSG00000121060"
"1987","ENSG00000121073"
"1988","ENSG00000121101"
"1989","ENSG00000121104"
"1990","ENSG00000121207"
"1991","ENSG00000121210"
"1992","ENSG00000121236"
"1993","ENSG00000121274"
"1994","ENSG00000121281"
"1995","ENSG00000121297"
"1996","ENSG00000121316"
"1997","ENSG00000121350"
"1998","ENSG00000121361"
"1999","ENSG00000121380"
"2000","ENSG00000121390"
"2001","ENSG00000121406"
"2002","ENSG00000121410"
"2003","ENSG00000121417"
"2004","ENSG00000121440"
"2005","ENSG00000121552"
"2006","ENSG00000121578"
"2007","ENSG00000121653"
"2008","ENSG00000121671"
"2009","ENSG00000121680"
"2010","ENSG00000121741"
"2011","ENSG00000121749"
"2012","ENSG00000121775"
"2013","ENSG00000121851"
"2014","ENSG00000121864"
"2015","ENSG00000121879"
"2016","ENSG00000121897"
"2017","ENSG00000121898"
"2018","ENSG00000121903"
"2019","ENSG00000121933"
"2020","ENSG00000121940"
"2021","ENSG00000121957"
"2022","ENSG00000121964"
"2023","ENSG00000121966"
"2024","ENSG00000122008"
"2025","ENSG00000122033"
"2026","ENSG00000122126"
"2027","ENSG00000122140"
"2028","ENSG00000122176"
"2029","ENSG00000122188"
"2030","ENSG00000122223"
"2031","ENSG00000122254"
"2032","ENSG00000122257"
"2033","ENSG00000122335"
"2034","ENSG00000122359"
"2035","ENSG00000122386"
"2036","ENSG00000122406"
"2037","ENSG00000122481"
"2038","ENSG00000122482"
"2039","ENSG00000122483"
"2040","ENSG00000122484"
"2041","ENSG00000122507"
"2042","ENSG00000122545"
"2043","ENSG00000122550"
"2044","ENSG00000122557"
"2045","ENSG00000122566"
"2046","ENSG00000122574"
"2047","ENSG00000122592"
"2048","ENSG00000122642"
"2049","ENSG00000122679"
"2050","ENSG00000122694"
"2051","ENSG00000122705"
"2052","ENSG00000122735"
"2053","ENSG00000122783"
"2054","ENSG00000122824"
"2055","ENSG00000122862"
"2056","ENSG00000122877"
"2057","ENSG00000122912"
"2058","ENSG00000122970"
"2059","ENSG00000122986"
"2060","ENSG00000123064"
"2061","ENSG00000123066"
"2062","ENSG00000123094"
"2063","ENSG00000123095"
"2064","ENSG00000123096"
"2065","ENSG00000123104"
"2066","ENSG00000123136"
"2067","ENSG00000123144"
"2068","ENSG00000123146"
"2069","ENSG00000123154"
"2070","ENSG00000123178"
"2071","ENSG00000123179"
"2072","ENSG00000123200"
"2073","ENSG00000123268"
"2074","ENSG00000123329"
"2075","ENSG00000123349"
"2076","ENSG00000123374"
"2077","ENSG00000123384"
"2078","ENSG00000123405"
"2079","ENSG00000123411"
"2080","ENSG00000123427"
"2081","ENSG00000123505"
"2082","ENSG00000123545"
"2083","ENSG00000123570"
"2084","ENSG00000123572"
"2085","ENSG00000123575"
"2086","ENSG00000123595"
"2087","ENSG00000123636"
"2088","ENSG00000123643"
"2089","ENSG00000123815"
"2090","ENSG00000123836"
"2091","ENSG00000123870"
"2092","ENSG00000123933"
"2093","ENSG00000123965"
"2094","ENSG00000123992"
"2095","ENSG00000123999"
"2096","ENSG00000124120"
"2097","ENSG00000124143"
"2098","ENSG00000124151"
"2099","ENSG00000124177"
"2100","ENSG00000124191"
"2101","ENSG00000124193"
"2102","ENSG00000124203"
"2103","ENSG00000124208"
"2104","ENSG00000124226"
"2105","ENSG00000124228"
"2106","ENSG00000124256"
"2107","ENSG00000124275"
"2108","ENSG00000124299"
"2109","ENSG00000124313"
"2110","ENSG00000124357"
"2111","ENSG00000124370"
"2112","ENSG00000124374"
"2113","ENSG00000124380"
"2114","ENSG00000124406"
"2115","ENSG00000124429"
"2116","ENSG00000124491"
"2117","ENSG00000124523"
"2118","ENSG00000124570"
"2119","ENSG00000124587"
"2120","ENSG00000124588"
"2121","ENSG00000124596"
"2122","ENSG00000124602"
"2123","ENSG00000124608"
"2124","ENSG00000124613"
"2125","ENSG00000124614"
"2126","ENSG00000124702"
"2127","ENSG00000124713"
"2128","ENSG00000124749"
"2129","ENSG00000124762"
"2130","ENSG00000124772"
"2131","ENSG00000124780"
"2132","ENSG00000124782"
"2133","ENSG00000124784"
"2134","ENSG00000124788"
"2135","ENSG00000124789"
"2136","ENSG00000124795"
"2137","ENSG00000124813"
"2138","ENSG00000124882"
"2139","ENSG00000124920"
"2140","ENSG00000124942"
"2141","ENSG00000125107"
"2142","ENSG00000125122"
"2143","ENSG00000125144"
"2144","ENSG00000125149"
"2145","ENSG00000125170"
"2146","ENSG00000125246"
"2147","ENSG00000125249"
"2148","ENSG00000125257"
"2149","ENSG00000125266"
"2150","ENSG00000125319"
"2151","ENSG00000125347"
"2152","ENSG00000125352"
"2153","ENSG00000125375"
"2154","ENSG00000125378"
"2155","ENSG00000125384"
"2156","ENSG00000125388"
"2157","ENSG00000125398"
"2158","ENSG00000125409"
"2159","ENSG00000125430"
"2160","ENSG00000125434"
"2161","ENSG00000125454"
"2162","ENSG00000125458"
"2163","ENSG00000125459"
"2164","ENSG00000125482"
"2165","ENSG00000125485"
"2166","ENSG00000125520"
"2167","ENSG00000125531"
"2168","ENSG00000125551"
"2169","ENSG00000125618"
"2170","ENSG00000125652"
"2171","ENSG00000125656"
"2172","ENSG00000125657"
"2173","ENSG00000125675"
"2174","ENSG00000125676"
"2175","ENSG00000125691"
"2176","ENSG00000125734"
"2177","ENSG00000125740"
"2178","ENSG00000125755"
"2179","ENSG00000125810"
"2180","ENSG00000125812"
"2181","ENSG00000125821"
"2182","ENSG00000125826"
"2183","ENSG00000125827"
"2184","ENSG00000125834"
"2185","ENSG00000125871"
"2186","ENSG00000125875"
"2187","ENSG00000125885"
"2188","ENSG00000125901"
"2189","ENSG00000125910"
"2190","ENSG00000125912"
"2191","ENSG00000125931"
"2192","ENSG00000125952"
"2193","ENSG00000125962"
"2194","ENSG00000125965"
"2195","ENSG00000125966"
"2196","ENSG00000125970"
"2197","ENSG00000126005"
"2198","ENSG00000126012"
"2199","ENSG00000126016"
"2200","ENSG00000126070"
"2201","ENSG00000126088"
"2202","ENSG00000126106"
"2203","ENSG00000126216"
"2204","ENSG00000126243"
"2205","ENSG00000126246"
"2206","ENSG00000126254"
"2207","ENSG00000126261"
"2208","ENSG00000126262"
"2209","ENSG00000126353"
"2210","ENSG00000126391"
"2211","ENSG00000126432"
"2212","ENSG00000126457"
"2213","ENSG00000126461"
"2214","ENSG00000126464"
"2215","ENSG00000126522"
"2216","ENSG00000126602"
"2217","ENSG00000126653"
"2218","ENSG00000126749"
"2219","ENSG00000126756"
"2220","ENSG00000126759"
"2221","ENSG00000126773"
"2222","ENSG00000126804"
"2223","ENSG00000126821"
"2224","ENSG00000126858"
"2225","ENSG00000126883"
"2226","ENSG00000126903"
"2227","ENSG00000126934"
"2228","ENSG00000126947"
"2229","ENSG00000126950"
"2230","ENSG00000127074"
"2231","ENSG00000127081"
"2232","ENSG00000127083"
"2233","ENSG00000127124"
"2234","ENSG00000127129"
"2235","ENSG00000127152"
"2236","ENSG00000127220"
"2237","ENSG00000127249"
"2238","ENSG00000127252"
"2239","ENSG00000127311"
"2240","ENSG00000127314"
"2241","ENSG00000127324"
"2242","ENSG00000127445"
"2243","ENSG00000127481"
"2244","ENSG00000127483"
"2245","ENSG00000127578"
"2246","ENSG00000127580"
"2247","ENSG00000127586"
"2248","ENSG00000127603"
"2249","ENSG00000127666"
"2250","ENSG00000127720"
"2251","ENSG00000127743"
"2252","ENSG00000127774"
"2253","ENSG00000127804"
"2254","ENSG00000127824"
"2255","ENSG00000127831"
"2256","ENSG00000127837"
"2257","ENSG00000127903"
"2258","ENSG00000127914"
"2259","ENSG00000127922"
"2260","ENSG00000127947"
"2261","ENSG00000127948"
"2262","ENSG00000127951"
"2263","ENSG00000127954"
"2264","ENSG00000127989"
"2265","ENSG00000127990"
"2266","ENSG00000128011"
"2267","ENSG00000128228"
"2268","ENSG00000128294"
"2269","ENSG00000128309"
"2270","ENSG00000128311"
"2271","ENSG00000128335"
"2272","ENSG00000128342"
"2273","ENSG00000128394"
"2274","ENSG00000128487"
"2275","ENSG00000128510"
"2276","ENSG00000128512"
"2277","ENSG00000128534"
"2278","ENSG00000128536"
"2279","ENSG00000128563"
"2280","ENSG00000128567"
"2281","ENSG00000128578"
"2282","ENSG00000128585"
"2283","ENSG00000128590"
"2284","ENSG00000128591"
"2285","ENSG00000128602"
"2286","ENSG00000128604"
"2287","ENSG00000128606"
"2288","ENSG00000128641"
"2289","ENSG00000128645"
"2290","ENSG00000128655"
"2291","ENSG00000128656"
"2292","ENSG00000128694"
"2293","ENSG00000128731"
"2294","ENSG00000128739"
"2295","ENSG00000128805"
"2296","ENSG00000128833"
"2297","ENSG00000128849"
"2298","ENSG00000128891"
"2299","ENSG00000128908"
"2300","ENSG00000128915"
"2301","ENSG00000128923"
"2302","ENSG00000128965"
"2303","ENSG00000129003"
"2304","ENSG00000129007"
"2305","ENSG00000129009"
"2306","ENSG00000129071"
"2307","ENSG00000129116"
"2308","ENSG00000129158"
"2309","ENSG00000129167"
"2310","ENSG00000129226"
"2311","ENSG00000129245"
"2312","ENSG00000129250"
"2313","ENSG00000129292"
"2314","ENSG00000129315"
"2315","ENSG00000129317"
"2316","ENSG00000129347"
"2317","ENSG00000129351"
"2318","ENSG00000129353"
"2319","ENSG00000129355"
"2320","ENSG00000129422"
"2321","ENSG00000129437"
"2322","ENSG00000129450"
"2323","ENSG00000129451"
"2324","ENSG00000129465"
"2325","ENSG00000129472"
"2326","ENSG00000129474"
"2327","ENSG00000129518"
"2328","ENSG00000129534"
"2329","ENSG00000129535"
"2330","ENSG00000129566"
"2331","ENSG00000129595"
"2332","ENSG00000129636"
"2333","ENSG00000129675"
"2334","ENSG00000129682"
"2335","ENSG00000129749"
"2336","ENSG00000129932"
"2337","ENSG00000129988"
"2338","ENSG00000129991"
"2339","ENSG00000129993"
"2340","ENSG00000130023"
"2341","ENSG00000130038"
"2342","ENSG00000130150"
"2343","ENSG00000130159"
"2344","ENSG00000130164"
"2345","ENSG00000130175"
"2346","ENSG00000130177"
"2347","ENSG00000130193"
"2348","ENSG00000130201"
"2349","ENSG00000130203"
"2350","ENSG00000130222"
"2351","ENSG00000130227"
"2352","ENSG00000130244"
"2353","ENSG00000130255"
"2354","ENSG00000130270"
"2355","ENSG00000130300"
"2356","ENSG00000130305"
"2357","ENSG00000130309"
"2358","ENSG00000130311"
"2359","ENSG00000130312"
"2360","ENSG00000130313"
"2361","ENSG00000130332"
"2362","ENSG00000130340"
"2363","ENSG00000130348"
"2364","ENSG00000130382"
"2365","ENSG00000130402"
"2366","ENSG00000130414"
"2367","ENSG00000130449"
"2368","ENSG00000130475"
"2369","ENSG00000130479"
"2370","ENSG00000130487"
"2371","ENSG00000130508"
"2372","ENSG00000130511"
"2373","ENSG00000130513"
"2374","ENSG00000130522"
"2375","ENSG00000130529"
"2376","ENSG00000130540"
"2377","ENSG00000130558"
"2378","ENSG00000130559"
"2379","ENSG00000130560"
"2380","ENSG00000130589"
"2381","ENSG00000130592"
"2382","ENSG00000130600"
"2383","ENSG00000130612"
"2384","ENSG00000130640"
"2385","ENSG00000130699"
"2386","ENSG00000130701"
"2387","ENSG00000130706"
"2388","ENSG00000130707"
"2389","ENSG00000130714"
"2390","ENSG00000130717"
"2391","ENSG00000130720"
"2392","ENSG00000130723"
"2393","ENSG00000130731"
"2394","ENSG00000130734"
"2395","ENSG00000130748"
"2396","ENSG00000130755"
"2397","ENSG00000130762"
"2398","ENSG00000130764"
"2399","ENSG00000130766"
"2400","ENSG00000130775"
"2401","ENSG00000130779"
"2402","ENSG00000130803"
"2403","ENSG00000130810"
"2404","ENSG00000130811"
"2405","ENSG00000130821"
"2406","ENSG00000130827"
"2407","ENSG00000130856"
"2408","ENSG00000130881"
"2409","ENSG00000130921"
"2410","ENSG00000130939"
"2411","ENSG00000130940"
"2412","ENSG00000130958"
"2413","ENSG00000130997"
"2414","ENSG00000131013"
"2415","ENSG00000131023"
"2416","ENSG00000131037"
"2417","ENSG00000131042"
"2418","ENSG00000131044"
"2419","ENSG00000131055"
"2420","ENSG00000131061"
"2421","ENSG00000131089"
"2422","ENSG00000131100"
"2423","ENSG00000131115"
"2424","ENSG00000131143"
"2425","ENSG00000131148"
"2426","ENSG00000131149"
"2427","ENSG00000131165"
"2428","ENSG00000131188"
"2429","ENSG00000131196"
"2430","ENSG00000131203"
"2431","ENSG00000131263"
"2432","ENSG00000131269"
"2433","ENSG00000131351"
"2434","ENSG00000131373"
"2435","ENSG00000131374"
"2436","ENSG00000131375"
"2437","ENSG00000131378"
"2438","ENSG00000131381"
"2439","ENSG00000131389"
"2440","ENSG00000131398"
"2441","ENSG00000131408"
"2442","ENSG00000131446"
"2443","ENSG00000131469"
"2444","ENSG00000131470"
"2445","ENSG00000131503"
"2446","ENSG00000131620"
"2447","ENSG00000131626"
"2448","ENSG00000131634"
"2449","ENSG00000131725"
"2450","ENSG00000131732"
"2451","ENSG00000131771"
"2452","ENSG00000131778"
"2453","ENSG00000131781"
"2454","ENSG00000131788"
"2455","ENSG00000131828"
"2456","ENSG00000131831"
"2457","ENSG00000131848"
"2458","ENSG00000131849"
"2459","ENSG00000131873"
"2460","ENSG00000131899"
"2461","ENSG00000131941"
"2462","ENSG00000131979"
"2463","ENSG00000131981"
"2464","ENSG00000132000"
"2465","ENSG00000132003"
"2466","ENSG00000132005"
"2467","ENSG00000132016"
"2468","ENSG00000132122"
"2469","ENSG00000132128"
"2470","ENSG00000132141"
"2471","ENSG00000132153"
"2472","ENSG00000132164"
"2473","ENSG00000132196"
"2474","ENSG00000132207"
"2475","ENSG00000132256"
"2476","ENSG00000132275"
"2477","ENSG00000132321"
"2478","ENSG00000132326"
"2479","ENSG00000132330"
"2480","ENSG00000132361"
"2481","ENSG00000132376"
"2482","ENSG00000132394"
"2483","ENSG00000132405"
"2484","ENSG00000132406"
"2485","ENSG00000132423"
"2486","ENSG00000132436"
"2487","ENSG00000132465"
"2488","ENSG00000132466"
"2489","ENSG00000132481"
"2490","ENSG00000132510"
"2491","ENSG00000132514"
"2492","ENSG00000132517"
"2493","ENSG00000132522"
"2494","ENSG00000132549"
"2495","ENSG00000132563"
"2496","ENSG00000132589"
"2497","ENSG00000132604"
"2498","ENSG00000132639"
"2499","ENSG00000132640"
"2500","ENSG00000132661"
"2501","ENSG00000132664"
"2502","ENSG00000132688"
"2503","ENSG00000132694"
"2504","ENSG00000132704"
"2505","ENSG00000132716"
"2506","ENSG00000132718"
"2507","ENSG00000132744"
"2508","ENSG00000132768"
"2509","ENSG00000132773"
"2510","ENSG00000132819"
"2511","ENSG00000132823"
"2512","ENSG00000132824"
"2513","ENSG00000132846"
"2514","ENSG00000132854"
"2515","ENSG00000132906"
"2516","ENSG00000132938"
"2517","ENSG00000132953"
"2518","ENSG00000132964"
"2519","ENSG00000132967"
"2520","ENSG00000133019"
"2521","ENSG00000133026"
"2522","ENSG00000133028"
"2523","ENSG00000133056"
"2524","ENSG00000133063"
"2525","ENSG00000133065"
"2526","ENSG00000133083"
"2527","ENSG00000133101"
"2528","ENSG00000133106"
"2529","ENSG00000133112"
"2530","ENSG00000133114"
"2531","ENSG00000133119"
"2532","ENSG00000133121"
"2533","ENSG00000133131"
"2534","ENSG00000133134"
"2535","ENSG00000133135"
"2536","ENSG00000133243"
"2537","ENSG00000133246"
"2538","ENSG00000133247"
"2539","ENSG00000133265"
"2540","ENSG00000133315"
"2541","ENSG00000133316"
"2542","ENSG00000133398"
"2543","ENSG00000133422"
"2544","ENSG00000133424"
"2545","ENSG00000133433"
"2546","ENSG00000133477"
"2547","ENSG00000133561"
"2548","ENSG00000133574"
"2549","ENSG00000133627"
"2550","ENSG00000133640"
"2551","ENSG00000133641"
"2552","ENSG00000133657"
"2553","ENSG00000133661"
"2554","ENSG00000133704"
"2555","ENSG00000133706"
"2556","ENSG00000133731"
"2557","ENSG00000133740"
"2558","ENSG00000133789"
"2559","ENSG00000133805"
"2560","ENSG00000133812"
"2561","ENSG00000133835"
"2562","ENSG00000133884"
"2563","ENSG00000133895"
"2564","ENSG00000133937"
"2565","ENSG00000133943"
"2566","ENSG00000133962"
"2567","ENSG00000133997"
"2568","ENSG00000134020"
"2569","ENSG00000134042"
"2570","ENSG00000134046"
"2571","ENSG00000134061"
"2572","ENSG00000134107"
"2573","ENSG00000134146"
"2574","ENSG00000134184"
"2575","ENSG00000134198"
"2576","ENSG00000134240"
"2577","ENSG00000134242"
"2578","ENSG00000134248"
"2579","ENSG00000134253"
"2580","ENSG00000134255"
"2581","ENSG00000134256"
"2582","ENSG00000134265"
"2583","ENSG00000134278"
"2584","ENSG00000134283"
"2585","ENSG00000134285"
"2586","ENSG00000134294"
"2587","ENSG00000134297"
"2588","ENSG00000134313"
"2589","ENSG00000134323"
"2590","ENSG00000134330"
"2591","ENSG00000134343"
"2592","ENSG00000134363"
"2593","ENSG00000134369"
"2594","ENSG00000134419"
"2595","ENSG00000134452"
"2596","ENSG00000134460"
"2597","ENSG00000134461"
"2598","ENSG00000134480"
"2599","ENSG00000134508"
"2600","ENSG00000134516"
"2601","ENSG00000134531"
"2602","ENSG00000134569"
"2603","ENSG00000134594"
"2604","ENSG00000134602"
"2605","ENSG00000134644"
"2606","ENSG00000134668"
"2607","ENSG00000134684"
"2608","ENSG00000134716"
"2609","ENSG00000134748"
"2610","ENSG00000134755"
"2611","ENSG00000134757"
"2612","ENSG00000134758"
"2613","ENSG00000134760"
"2614","ENSG00000134762"
"2615","ENSG00000134765"
"2616","ENSG00000134769"
"2617","ENSG00000134775"
"2618","ENSG00000134815"
"2619","ENSG00000134827"
"2620","ENSG00000134851"
"2621","ENSG00000134871"
"2622","ENSG00000134899"
"2623","ENSG00000134900"
"2624","ENSG00000134905"
"2625","ENSG00000134917"
"2626","ENSG00000134954"
"2627","ENSG00000134987"
"2628","ENSG00000135047"
"2629","ENSG00000135083"
"2630","ENSG00000135093"
"2631","ENSG00000135097"
"2632","ENSG00000135111"
"2633","ENSG00000135205"
"2634","ENSG00000135245"
"2635","ENSG00000135249"
"2636","ENSG00000135269"
"2637","ENSG00000135272"
"2638","ENSG00000135297"
"2639","ENSG00000135298"
"2640","ENSG00000135314"
"2641","ENSG00000135315"
"2642","ENSG00000135324"
"2643","ENSG00000135334"
"2644","ENSG00000135338"
"2645","ENSG00000135341"
"2646","ENSG00000135372"
"2647","ENSG00000135373"
"2648","ENSG00000135414"
"2649","ENSG00000135423"
"2650","ENSG00000135439"
"2651","ENSG00000135452"
"2652","ENSG00000135472"
"2653","ENSG00000135480"
"2654","ENSG00000135482"
"2655","ENSG00000135486"
"2656","ENSG00000135521"
"2657","ENSG00000135540"
"2658","ENSG00000135597"
"2659","ENSG00000135617"
"2660","ENSG00000135622"
"2661","ENSG00000135632"
"2662","ENSG00000135636"
"2663","ENSG00000135637"
"2664","ENSG00000135643"
"2665","ENSG00000135679"
"2666","ENSG00000135698"
"2667","ENSG00000135749"
"2668","ENSG00000135766"
"2669","ENSG00000135821"
"2670","ENSG00000135828"
"2671","ENSG00000135838"
"2672","ENSG00000135842"
"2673","ENSG00000135870"
"2674","ENSG00000135898"
"2675","ENSG00000135905"
"2676","ENSG00000135914"
"2677","ENSG00000135916"
"2678","ENSG00000135924"
"2679","ENSG00000135925"
"2680","ENSG00000135929"
"2681","ENSG00000135940"
"2682","ENSG00000135951"
"2683","ENSG00000135953"
"2684","ENSG00000135966"
"2685","ENSG00000135968"
"2686","ENSG00000135972"
"2687","ENSG00000135974"
"2688","ENSG00000135999"
"2689","ENSG00000136010"
"2690","ENSG00000136021"
"2691","ENSG00000136044"
"2692","ENSG00000136048"
"2693","ENSG00000136051"
"2694","ENSG00000136104"
"2695","ENSG00000136143"
"2696","ENSG00000136144"
"2697","ENSG00000136146"
"2698","ENSG00000136147"
"2699","ENSG00000136152"
"2700","ENSG00000136153"
"2701","ENSG00000136156"
"2702","ENSG00000136169"
"2703","ENSG00000136193"
"2704","ENSG00000136213"
"2705","ENSG00000136235"
"2706","ENSG00000136237"
"2707","ENSG00000136243"
"2708","ENSG00000136244"
"2709","ENSG00000136270"
"2710","ENSG00000136271"
"2711","ENSG00000136273"
"2712","ENSG00000136279"
"2713","ENSG00000136280"
"2714","ENSG00000136286"
"2715","ENSG00000136305"
"2716","ENSG00000136319"
"2717","ENSG00000136378"
"2718","ENSG00000136381"
"2719","ENSG00000136404"
"2720","ENSG00000136425"
"2721","ENSG00000136436"
"2722","ENSG00000136444"
"2723","ENSG00000136448"
"2724","ENSG00000136449"
"2725","ENSG00000136450"
"2726","ENSG00000136490"
"2727","ENSG00000136504"
"2728","ENSG00000136514"
"2729","ENSG00000136527"
"2730","ENSG00000136536"
"2731","ENSG00000136541"
"2732","ENSG00000136573"
"2733","ENSG00000136682"
"2734","ENSG00000136699"
"2735","ENSG00000136709"
"2736","ENSG00000136715"
"2737","ENSG00000136718"
"2738","ENSG00000136738"
"2739","ENSG00000136754"
"2740","ENSG00000136783"
"2741","ENSG00000136802"
"2742","ENSG00000136828"
"2743","ENSG00000136840"
"2744","ENSG00000136856"
"2745","ENSG00000136859"
"2746","ENSG00000136866"
"2747","ENSG00000136867"
"2748","ENSG00000136874"
"2749","ENSG00000136877"
"2750","ENSG00000136878"
"2751","ENSG00000136883"
"2752","ENSG00000136925"
"2753","ENSG00000136932"
"2754","ENSG00000136935"
"2755","ENSG00000136936"
"2756","ENSG00000136938"
"2757","ENSG00000136942"
"2758","ENSG00000136943"
"2759","ENSG00000136999"
"2760","ENSG00000137054"
"2761","ENSG00000137073"
"2762","ENSG00000137075"
"2763","ENSG00000137094"
"2764","ENSG00000137100"
"2765","ENSG00000137101"
"2766","ENSG00000137103"
"2767","ENSG00000137106"
"2768","ENSG00000137145"
"2769","ENSG00000137154"
"2770","ENSG00000137166"
"2771","ENSG00000137171"
"2772","ENSG00000137177"
"2773","ENSG00000137185"
"2774","ENSG00000137198"
"2775","ENSG00000137266"
"2776","ENSG00000137267"
"2777","ENSG00000137274"
"2778","ENSG00000137275"
"2779","ENSG00000137285"
"2780","ENSG00000137310"
"2781","ENSG00000137312"
"2782","ENSG00000137338"
"2783","ENSG00000137393"
"2784","ENSG00000137404"
"2785","ENSG00000137411"
"2786","ENSG00000137413"
"2787","ENSG00000137414"
"2788","ENSG00000137449"
"2789","ENSG00000137478"
"2790","ENSG00000137486"
"2791","ENSG00000137491"
"2792","ENSG00000137492"
"2793","ENSG00000137497"
"2794","ENSG00000137500"
"2795","ENSG00000137558"
"2796","ENSG00000137574"
"2797","ENSG00000137575"
"2798","ENSG00000137601"
"2799","ENSG00000137656"
"2800","ENSG00000137673"
"2801","ENSG00000137691"
"2802","ENSG00000137693"
"2803","ENSG00000137700"
"2804","ENSG00000137709"
"2805","ENSG00000137710"
"2806","ENSG00000137713"
"2807","ENSG00000137714"
"2808","ENSG00000137747"
"2809","ENSG00000137752"
"2810","ENSG00000137760"
"2811","ENSG00000137764"
"2812","ENSG00000137770"
"2813","ENSG00000137776"
"2814","ENSG00000137801"
"2815","ENSG00000137818"
"2816","ENSG00000137821"
"2817","ENSG00000137822"
"2818","ENSG00000137824"
"2819","ENSG00000137843"
"2820","ENSG00000137857"
"2821","ENSG00000137868"
"2822","ENSG00000137872"
"2823","ENSG00000137877"
"2824","ENSG00000137878"
"2825","ENSG00000137880"
"2826","ENSG00000137936"
"2827","ENSG00000137942"
"2828","ENSG00000137944"
"2829","ENSG00000137947"
"2830","ENSG00000137959"
"2831","ENSG00000137962"
"2832","ENSG00000137965"
"2833","ENSG00000137968"
"2834","ENSG00000137996"
"2835","ENSG00000138002"
"2836","ENSG00000138029"
"2837","ENSG00000138030"
"2838","ENSG00000138032"
"2839","ENSG00000138035"
"2840","ENSG00000138036"
"2841","ENSG00000138061"
"2842","ENSG00000138073"
"2843","ENSG00000138074"
"2844","ENSG00000138078"
"2845","ENSG00000138080"
"2846","ENSG00000138081"
"2847","ENSG00000138092"
"2848","ENSG00000138101"
"2849","ENSG00000138111"
"2850","ENSG00000138115"
"2851","ENSG00000138119"
"2852","ENSG00000138135"
"2853","ENSG00000138138"
"2854","ENSG00000138162"
"2855","ENSG00000138166"
"2856","ENSG00000138185"
"2857","ENSG00000138193"
"2858","ENSG00000138231"
"2859","ENSG00000138246"
"2860","ENSG00000138271"
"2861","ENSG00000138286"
"2862","ENSG00000138303"
"2863","ENSG00000138326"
"2864","ENSG00000138336"
"2865","ENSG00000138346"
"2866","ENSG00000138376"
"2867","ENSG00000138382"
"2868","ENSG00000138398"
"2869","ENSG00000138399"
"2870","ENSG00000138400"
"2871","ENSG00000138411"
"2872","ENSG00000138433"
"2873","ENSG00000138434"
"2874","ENSG00000138443"
"2875","ENSG00000138587"
"2876","ENSG00000138592"
"2877","ENSG00000138593"
"2878","ENSG00000138613"
"2879","ENSG00000138617"
"2880","ENSG00000138621"
"2881","ENSG00000138641"
"2882","ENSG00000138642"
"2883","ENSG00000138646"
"2884","ENSG00000138669"
"2885","ENSG00000138670"
"2886","ENSG00000138688"
"2887","ENSG00000138709"
"2888","ENSG00000138735"
"2889","ENSG00000138744"
"2890","ENSG00000138750"
"2891","ENSG00000138756"
"2892","ENSG00000138758"
"2893","ENSG00000138759"
"2894","ENSG00000138767"
"2895","ENSG00000138768"
"2896","ENSG00000138769"
"2897","ENSG00000138796"
"2898","ENSG00000138802"
"2899","ENSG00000138814"
"2900","ENSG00000138835"
"2901","ENSG00000138942"
"2902","ENSG00000138964"
"2903","ENSG00000139146"
"2904","ENSG00000139154"
"2905","ENSG00000139160"
"2906","ENSG00000139163"
"2907","ENSG00000139173"
"2908","ENSG00000139174"
"2909","ENSG00000139182"
"2910","ENSG00000139187"
"2911","ENSG00000139192"
"2912","ENSG00000139193"
"2913","ENSG00000139194"
"2914","ENSG00000139209"
"2915","ENSG00000139211"
"2916","ENSG00000139218"
"2917","ENSG00000139220"
"2918","ENSG00000139239"
"2919","ENSG00000139266"
"2920","ENSG00000139278"
"2921","ENSG00000139289"
"2922","ENSG00000139292"
"2923","ENSG00000139304"
"2924","ENSG00000139318"
"2925","ENSG00000139323"
"2926","ENSG00000139344"
"2927","ENSG00000139351"
"2928","ENSG00000139370"
"2929","ENSG00000139372"
"2930","ENSG00000139428"
"2931","ENSG00000139436"
"2932","ENSG00000139438"
"2933","ENSG00000139496"
"2934","ENSG00000139505"
"2935","ENSG00000139508"
"2936","ENSG00000139514"
"2937","ENSG00000139546"
"2938","ENSG00000139547"
"2939","ENSG00000139620"
"2940","ENSG00000139624"
"2941","ENSG00000139626"
"2942","ENSG00000139641"
"2943","ENSG00000139645"
"2944","ENSG00000139651"
"2945","ENSG00000139684"
"2946","ENSG00000139722"
"2947","ENSG00000139725"
"2948","ENSG00000139737"
"2949","ENSG00000139793"
"2950","ENSG00000139826"
"2951","ENSG00000139832"
"2952","ENSG00000139865"
"2953","ENSG00000139890"
"2954","ENSG00000139899"
"2955","ENSG00000139910"
"2956","ENSG00000139926"
"2957","ENSG00000139970"
"2958","ENSG00000139974"
"2959","ENSG00000139990"
"2960","ENSG00000139998"
"2961","ENSG00000140022"
