"","target","p","padj"
"CHEMBL1899","CHEMBL1899",0.999470588235294,1
"CHEMBL1900","CHEMBL1900",1,1
"CHEMBL1901","CHEMBL1901",0.0637647058823529,1
"CHEMBL1902","CHEMBL1902",0.684,1
"CHEMBL1903","CHEMBL1903",0.999882352941176,1
"CHEMBL1904","CHEMBL1904",0.384294117647059,1
"CHEMBL1906","CHEMBL1906",0.977823529411765,1
"CHEMBL1907","CHEMBL1907",1,1
"CHEMBL1907587","CHEMBL1907587",0.998823529411765,1
"CHEMBL1907588","CHEMBL1907588",0.882941176470588,1
"CHEMBL1907589","CHEMBL1907589",0.186941176470588,1
"CHEMBL1907590","CHEMBL1907590",0.384235294117647,1
"CHEMBL1907591","CHEMBL1907591",0.998176470588235,1
"CHEMBL1907592","CHEMBL1907592",0.964176470588235,1
"CHEMBL1907593","CHEMBL1907593",1,1
"CHEMBL1907594","CHEMBL1907594",1,1
"CHEMBL1907595","CHEMBL1907595",0.985058823529412,1
"CHEMBL1907596","CHEMBL1907596",1,1
"CHEMBL1907598","CHEMBL1907598",0.662,1
"CHEMBL1907600","CHEMBL1907600",1,1
"CHEMBL1907601","CHEMBL1907601",1,1
"CHEMBL1907602","CHEMBL1907602",0.991647058823529,1
"CHEMBL1907603","CHEMBL1907603",0.967411764705882,1
"CHEMBL1907604","CHEMBL1907604",1,1
"CHEMBL1907605","CHEMBL1907605",0.830647058823529,1
"CHEMBL1907606","CHEMBL1907606",0.624705882352941,1
"CHEMBL1907607","CHEMBL1907607",1,1
"CHEMBL1907608","CHEMBL1907608",0.999823529411765,1
"CHEMBL1907609","CHEMBL1907609",1,1
"CHEMBL1907610","CHEMBL1907610",1,1
"CHEMBL1908","CHEMBL1908",1,1
"CHEMBL1908382","CHEMBL1908382",0.07,1
"CHEMBL1908386","CHEMBL1908386",0.998411764705882,1
"CHEMBL1908389","CHEMBL1908389",0.999882352941176,1
"CHEMBL1910","CHEMBL1910",0.768882352941176,1
"CHEMBL1913","CHEMBL1913",0.810058823529412,1
"CHEMBL1914","CHEMBL1914",1,1
"CHEMBL1914272","CHEMBL1914272",0.993176470588235,1
"CHEMBL1915","CHEMBL1915",1,1
"CHEMBL1916","CHEMBL1916",1,1
"CHEMBL1917","CHEMBL1917",0.999764705882353,1
"CHEMBL1918","CHEMBL1918",0.993352941176471,1
"CHEMBL1919","CHEMBL1919",0.999411764705882,1
"CHEMBL1921","CHEMBL1921",0.114882352941176,1
"CHEMBL1921664","CHEMBL1921664",0.269882352941176,1
"CHEMBL1926488","CHEMBL1926488",0.974058823529412,1
"CHEMBL1926497","CHEMBL1926497",0.0411176470588235,1
"CHEMBL1929","CHEMBL1929",1,1
"CHEMBL1932895","CHEMBL1932895",0.886294117647059,1
"CHEMBL1935","CHEMBL1935",1,1
"CHEMBL1936","CHEMBL1936",0.677470588235294,1
"CHEMBL1937","CHEMBL1937",1,1
"CHEMBL1938210","CHEMBL1938210",0.158764705882353,1
"CHEMBL1938219","CHEMBL1938219",0.712882352941177,1
"CHEMBL1940","CHEMBL1940",1,1
"CHEMBL1941","CHEMBL1941",0.637647058823529,1
"CHEMBL1942","CHEMBL1942",1,1
"CHEMBL1943","CHEMBL1943",1,1
"CHEMBL1944","CHEMBL1944",1,1
"CHEMBL1944490","CHEMBL1944490",0.695176470588235,1
"CHEMBL1944495","CHEMBL1944495",0.838941176470588,1
"CHEMBL1944498","CHEMBL1944498",1,1
"CHEMBL1947","CHEMBL1947",0.999882352941176,1
"CHEMBL1949","CHEMBL1949",1,1
"CHEMBL1951","CHEMBL1951",1,1
"CHEMBL1952","CHEMBL1952",0.999941176470588,1
"CHEMBL1955","CHEMBL1955",0.998823529411765,1
"CHEMBL1955712","CHEMBL1955712",1,1
"CHEMBL1957","CHEMBL1957",0.998823529411765,1
"CHEMBL1961783","CHEMBL1961783",0.978,1
"CHEMBL1962","CHEMBL1962",1,1
"CHEMBL1966","CHEMBL1966",0.938882352941177,1
"CHEMBL1968","CHEMBL1968",1,1
"CHEMBL1970","CHEMBL1970",0.909470588235294,1
"CHEMBL1971","CHEMBL1971",0.999647058823529,1
"CHEMBL1973","CHEMBL1973",1,1
"CHEMBL1974","CHEMBL1974",0.994058823529412,1
"CHEMBL1977","CHEMBL1977",0.959235294117647,1
"CHEMBL1978","CHEMBL1978",1,1
"CHEMBL1980","CHEMBL1980",0.542588235294118,1
"CHEMBL1981","CHEMBL1981",0.984764705882353,1
"CHEMBL1983","CHEMBL1983",0.999941176470588,1
"CHEMBL1985","CHEMBL1985",1,1
"CHEMBL1987","CHEMBL1987",0.999941176470588,1
"CHEMBL1988","CHEMBL1988",0.658529411764706,1
"CHEMBL1989","CHEMBL1989",0.991529411764706,1
"CHEMBL1991","CHEMBL1991",0.713823529411765,1
"CHEMBL1993","CHEMBL1993",0.756588235294118,1
"CHEMBL1994","CHEMBL1994",0.954647058823529,1
"CHEMBL1995","CHEMBL1995",0.530588235294118,1
"CHEMBL1997","CHEMBL1997",1,1
"CHEMBL2000","CHEMBL2000",0.709647058823529,1
"CHEMBL2001","CHEMBL2001",1,1
"CHEMBL2003","CHEMBL2003",1,1
"CHEMBL2004","CHEMBL2004",0.998058823529412,1
"CHEMBL2007","CHEMBL2007",0.00576470588235294,1
"CHEMBL2007625","CHEMBL2007625",0.00552941176470588,1
