"","target","p","padj"
"NTRK2","NTRK2",0.795117647058823,1
"NTRK3","NTRK3",0.717764705882353,1
"NTSR1","NTSR1",0.733647058823529,1
"ODC1","ODC1",0.579176470588235,1
"OPRD1","OPRD1",0.782058823529412,1
"OPRK1","OPRK1",0.906470588235294,1
"OPRL1","OPRL1",0.0995882352941176,1
"OPRM1","OPRM1",0.878941176470588,1
"OXER1","OXER1",0.971882352941176,1
"PABPC1","PABPC1",0.990529411764706,1
"PAK1","PAK1",0.936411764705882,1
"PAK4","PAK4",0.617235294117647,1
"PARP1","PARP1",0.891647058823529,1
"PARP2","PARP2",0.907352941176471,1
"PCSK7","PCSK7",0.478529411764706,1
"PDE10A","PDE10A",0.881647058823529,1
"PDE11A","PDE11A",0.948941176470588,1
"PDE1A","PDE1A",0.914235294117647,1
"PDE1B","PDE1B",0.914235294117647,1
"PDE1C","PDE1C",0.914235294117647,1
"PDE2A","PDE2A",0.855352941176471,1
"PDE3A","PDE3A",0.885411764705882,1
"PDE3B","PDE3B",0.925941176470588,1
"PDE4A","PDE4A",0.868941176470588,1
"PDE4B","PDE4B",0.987882352941176,1
"PDE4C","PDE4C",0.987882352941176,1
"PDE4D","PDE4D",0.995352941176471,1
"PDE5A","PDE5A",0.933529411764706,1
"PDE6A","PDE6A",0.948941176470588,1
"PDE6B","PDE6B",0.948941176470588,1
"PDE6C","PDE6C",0.948941176470588,1
"PDE6D","PDE6D",0.948941176470588,1
"PDE6G","PDE6G",0.948941176470588,1
"PDE6H","PDE6H",0.948941176470588,1
"PDE7A","PDE7A",0.939823529411765,1
"PDGFRA","PDGFRA",0.848588235294118,1
"PDGFRB","PDGFRB",0.896529411764706,1
"PDPK1","PDPK1",0.936647058823529,1
"PGGT1B","PGGT1B",0.993117647058824,1
"PGR","PGR",0.976294117647059,1
"PHKG2","PHKG2",0.688764705882353,1
"PHOSPHO1","PHOSPHO1",0.102294117647059,1
"PI4KB","PI4KB",0.584529411764706,1
"PIK3C2B","PIK3C2B",0.207941176470588,1
"PIK3C3","PIK3C3",0.188,1
"PIK3CA","PIK3CA",0.404705882352941,1
"PIK3CB","PIK3CB",0.690705882352941,1
"PIK3CD","PIK3CD",0.556764705882353,1
"PIK3CG","PIK3CG",0.483705882352941,1
"PIK3R1","PIK3R1",0.282470588235294,1
"PIM1","PIM1",0.757647058823529,1
"PIM3","PIM3",0.668705882352941,1
"PKM2","PKM2",0.911176470588235,1
"PKN1","PKN1",0.639705882352941,1
"PKN2","PKN2",0.869,1
"PLA2G1B","PLA2G1B",0.889764705882353,1
"PLAU","PLAU",0.840470588235294,1
"PLD1","PLD1",0.446882352941176,1
"PLD2","PLD2",0.446882352941176,1
"PLK1","PLK1",0.783352941176471,1
"PLK3","PLK3",0.694235294117647,1
"PLK4","PLK4",0.926470588235294,1
"PMM2","PMM2",0.320882352941176,1
"PPARA","PPARA",0.989117647058824,1
"PPARD","PPARD",0.997,1
"PPARG","PPARG",0.999176470588235,1
"PPIA","PPIA",0.420529411764706,1
"PPIB","PPIB",0.420529411764706,1
"PPID","PPID",0.420529411764706,1
"PPME1","PPME1",0.835588235294118,1
"PPP3CA","PPP3CA",0.420529411764706,1
"PRCP","PRCP",0.198411764705882,1
"PRKAA1","PRKAA1",0.558882352941176,1
"PRKACA","PRKACA",0.988176470588235,1
"PRKACB","PRKACB",0.978176470588235,1
"PRKACG","PRKACG",0.978176470588235,1
"PRKCA","PRKCA",0.591941176470588,1
"PRKCB","PRKCB",0.308235294117647,1
"PRKCD","PRKCD",0.399705882352941,1
"PRKCE","PRKCE",0.477529411764706,1
"PRKCG","PRKCG",0.550823529411765,1
"PRKCH","PRKCH",0.632941176470588,1
"PRKCI","PRKCI",0.765235294117647,1
"PRKCQ","PRKCQ",0.607588235294118,1
"PRKCZ","PRKCZ",0.812823529411765,1
"PRKD1","PRKD1",0.894764705882353,1
"PRKD2","PRKD2",0.842235294117647,1
"PRKD3","PRKD3",0.705823529411765,1
"PRKDC","PRKDC",0.480176470588235,1
"PRKG1","PRKG1",0.582058823529412,1
"PRKX","PRKX",0.443588235294118,1
"PRNP","PRNP",0.780411764705882,1
"PTAFR","PTAFR",0.180764705882353,1
"PTGER3","PTGER3",0.423941176470588,1
"PTGER4","PTGER4",0.439529411764706,1
"PTGIR","PTGIR",0.104,1
"PTGS1","PTGS1",0.999117647058824,1
"PTGS2","PTGS2",0.994235294117647,1
"PTK2","PTK2",0.827352941176471,1
"PTK2B","PTK2B",0.686705882352941,1
"PTK6","PTK6",0.734588235294118,1
"PTPN1","PTPN1",0.927235294117647,1
"PTPN12","PTPN12",0.835411764705882,1
"PTPN22","PTPN22",0.145058823529412,1
"PTPN7","PTPN7",0.145058823529412,1
"RAF1","RAF1",0.509941176470588,1
"RARA","RARA",0.987882352941176,1
"RARB","RARB",0.987882352941176,1
"RARG","RARG",0.967117647058824,1
"RELA","RELA",0.00741176470588235,1
"REN","REN",0.987235294117647,1
"RET","RET",0.890647058823529,1
"RIPK2","RIPK2",0.591235294117647,1
"ROCK1","ROCK1",0.912529411764706,1
"ROCK2","ROCK2",0.934647058823529,1
"RORA","RORA",0.332529411764706,1
"RORC","RORC",0.699117647058824,1
"ROS1","ROS1",0.615823529411765,1
"RPS6KA1","RPS6KA1",0.415352941176471,1
"RPS6KA3","RPS6KA3",0.692235294117647,1
"RPS6KA5","RPS6KA5",0.685294117647059,1
"RPS6KB1","RPS6KB1",0.884941176470588,1
"RXRA","RXRA",0.960941176470588,1
"S1PR2","S1PR2",0.482352941176471,1
"S1PR4","S1PR4",0.525058823529412,1
"SCN1A","SCN1A",0.99,1
"SCN2A","SCN2A",0.996529411764706,1
"SCN3A","SCN3A",0.99,1
"SCN4A","SCN4A",0.992,1
"SCN5A","SCN5A",0.660058823529412,1
"SCN9A","SCN9A",0.906352941176471,1
"SCNN1A","SCNN1A",0.745882352941176,1
"SENP7","SENP7",0.838764705882353,1
"SGK2","SGK2",0.765882352941176,1
"SHBG","SHBG",0.890882352941176,1
"SIGMAR1","SIGMAR1",1,1
"SIK2","SIK2",0.656529411764706,1
"SIRT1","SIRT1",0.997294117647059,1
"SIRT2","SIRT2",0.994705882352941,1
"SLC10A1","SLC10A1",0.795764705882353,1
"SLC10A2","SLC10A2",0.420529411764706,1
"SLC22A1","SLC22A1",0.997058823529412,1
"SLC22A11","SLC22A11",0.780764705882353,1
"SLC22A2","SLC22A2",0.994352941176471,1
"SLC22A3","SLC22A3",0.752470588235294,1
"SLC22A6","SLC22A6",0.991470588235294,1
"SLC22A8","SLC22A8",0.956705882352941,1
"SLC29A1","SLC29A1",0.814823529411765,1
"SLC47A1","SLC47A1",0.995823529411765,1
"SLC47A2","SLC47A2",0.764294117647059,1
"SLC6A2","SLC6A2",1,1
"SLC6A3","SLC6A3",0.991235294117647,1
"SLC6A4","SLC6A4",1,1
"SLCO1B1","SLCO1B1",0.595058823529412,1
"SLCO1B3","SLCO1B3",0.164411764705882,1
"SLCO2B1","SLCO2B1",0.649411764705882,1
"SLCO4C1","SLCO4C1",0.356058823529412,1
"SLK","SLK",0.916647058823529,1
"SMO","SMO",0.815882352941177,1
"SOAT1","SOAT1",0.377176470588235,1
"SPHK1","SPHK1",0.173,1
"SRC","SRC",0.845529411764706,1
"SRMS","SRMS",0.610352941176471,1
"SRPK1","SRPK1",0.455647058823529,1
"SSTR4","SSTR4",0.478294117647059,1
"STAT3","STAT3",0.00335294117647059,1
"STK17A","STK17A",0.793352941176471,1
"STK3","STK3",0.834117647058824,1
"STK33","STK33",0.654705882352941,1
"SYK","SYK",0.960764705882353,1
"TAAR1","TAAR1",0.753647058823529,1
"TACR1","TACR1",0.326823529411765,1
"TACR2","TACR2",0.617352941176471,1
"TACR3","TACR3",0.770588235294118,1
"TAOK1","TAOK1",0.628352941176471,1
"TBK1","TBK1",0.955058823529412,1
"TBXA2R","TBXA2R",0.815235294117647,1
"TBXAS1","TBXAS1",0.526,1
"TDP2","TDP2",0.0504117647058824,1
"TEC","TEC",0.696705882352941,1
"TEK","TEK",0.646529411764706,1
"TERT","TERT",0.426941176470588,1
"TGFBR1","TGFBR1",0.558411764705882,1
"TGFBR2","TGFBR2",0.328058823529412,1
"THRA","THRA",0.971941176470588,1
"THRB","THRB",0.971941176470588,1
"TLR9","TLR9",0.261235294117647,1
"TNF","TNF",0.378588235294118,1
